timestamp,iterations,counterexamples,solutions,generator_checks,generator_time,verifier_ideal_checks,verifier_ideal_time,verifier_adv_checks,verifier_adv_time
1675455432.896118,1,0,0,0,0,0,0,0,0
1675455439.7832143,2,1,0,1,0.011523723602294922,3,6.560750961303711,0,0
1675455464.3056054,3,2,0,2,0.950232744216919,6,29.716203927993774,0,0
1675455479.4618342,4,3,0,3,6.429480314254761,15,38.83331370353699,0,0
1675455497.4550195,5,4,0,4,12.518197298049927,18,50.00443387031555,0,0
1675455547.3966482,6,5,0,5,39.99784708023071,21,71.64462113380432,0,0
1675455562.3842893,7,6,0,6,53.69205665588379,24,71.97034978866577,0,0
1675455595.9606566,8,7,0,7,85.64013242721558,27,72.55872654914856,0,0
1675455642.4882593,9,8,0,8,122.24981880187988,36,81.21229672431946,0,0
1675455970.1062517,10,9,0,9,156.6885154247284,37,100.1732587814331,4,272.7439453601837
1675456011.4298873,11,10,0,10,185.6549665927887,40,111.5233416557312,4,272.7439453601837
1675456052.5815492,12,11,0,11,215.2505853176117,47,122.02128911018372,4,272.7439453601837
1675456139.2265353,13,11,1,12,251.84090781211853,48,130.25634479522705,6,313.4027462005615
1675456226.0730324,14,11,2,13,256.53244495391846,49,137.1732919216156,8,387.47960114479065
1675456737.6872995,15,12,2,14,260.5474133491516,50,148.325355052948,12,882.42493891716
1675456806.6899173,16,13,2,15,314.30584502220154,53,161.5583357810974,12,882.42493891716
1675456845.6019933,17,14,2,16,328.6713705062866,62,184.6386263370514,12,882.42493891716
1675456919.2607589,18,15,2,17,377.0125684738159,71,207.63647842407227,12,882.42493891716
1675456995.1304066,19,16,2,18,440.2084493637085,80,217.90335988998413,12,882.42493891716
1675457008.9949138,20,16,2,19,452.0436489582062,80,217.90335988998413,12,882.42493891716
